state,county,location,FIPS,county_gini,county_density,county_medianincome
Missouri,Miller,"Miller, Missouri",29131,0.445,16.32035586,47185
Missouri,Mississippi,"Mississippi, Missouri",29133,0.457,12.89686587,38559
Missouri,Moniteau,"Moniteau, Missouri",29135,0.3914,14.84578973,56419
Missouri,Monroe,"Monroe, Missouri",29137,0.4556,5.159116544,52079
Missouri,Montgomery,"Montgomery, Missouri",29139,0.4258,8.331136413,52818
Missouri,Morgan,"Morgan, Missouri",29141,0.4886,13.00961905,50410
Missouri,New Madrid,"New Madrid, Missouri",29143,0.4642,10.19012491,39778
Missouri,Newton,"Newton, Missouri",29145,0.4714,35.96925233,58832
Missouri,Nodaway,"Nodaway, Missouri",29147,0.441,9.926797763,49751
Missouri,Oregon,"Oregon, Missouri",29149,0.4448,5.23034364,37898
Missouri,Osage,"Osage, Missouri",29151,0.4727,8.668811026,67603
Missouri,Ozark,"Ozark, Missouri",29153,0.4982,4.786813376,41194
Missouri,Pemiscot,"Pemiscot, Missouri",29155,0.5072,13.34854591,36828
Missouri,Perry,"Perry, Missouri",29157,0.4113,15.58391918,56788
Missouri,Pettis,"Pettis, Missouri",29159,0.4524,23.97969004,49333
Missouri,Phelps,"Phelps, Missouri",29161,0.4741,25.74230576,49346
Missouri,Pike,"Pike, Missouri",29163,0.4377,10.64771721,51699
Missouri,Platte,"Platte, Missouri",29165,0.4283,90.89432517,86720
Missouri,Polk,"Polk, Missouri",29167,0.4331,19.16699993,53856
Missouri,Pulaski,"Pulaski, Missouri",29169,0.4,37.11399762,58046
Missouri,Putnam,"Putnam, Missouri",29171,0.4547,3.593702353,46774
Missouri,Ralls,"Ralls, Missouri",29173,0.4083,8.397114239,61239
Missouri,Randolph,"Randolph, Missouri",29175,0.4158,19.952522,48560
Missouri,Ray,"Ray, Missouri",29177,0.4258,15.49338692,68609
Missouri,Reynolds,"Reynolds, Missouri",29179,0.4382,3.015836521,42611
Missouri,Ripley,"Ripley, Missouri",29181,0.4341,8.398043917,37865
Missouri,Saline,"Saline, Missouri",29195,0.4431,11.80651013,51994
Missouri,Schuyler,"Schuyler, Missouri",29197,0.3966,5.656372927,49163
Missouri,Scotland,"Scotland, Missouri",29199,0.4677,4.332410851,48665
Missouri,Scott,"Scott, Missouri",29201,0.4677,35.6039403,49257
Missouri,Shannon,"Shannon, Missouri",29203,0.4163,3.171679413,36683
Missouri,Shelby,"Shelby, Missouri",29205,0.437,4.672262407,50838
Missouri,St. Charles,"St. Charles, Missouri",29183,0.4,268.6522511,92029
Missouri,St. Clair,"St. Clair, Missouri",29185,0.4172,5.36725552,41754
Missouri,St. Francois,"St. Francois, Missouri",29187,0.4303,56.68575765,48557
Missouri,St. Louis,"St. Louis, Missouri",29189,0.4968,759.9012477,72507
Missouri,Ste. Genevieve,"Ste. Genevieve, Missouri",29186,0.431,13.8234786,63729
Missouri,Stoddard,"Stoddard, Missouri",29207,0.4258,13.84160574,46818
Missouri,Stone,"Stone, Missouri",29209,0.4474,26.2325202,53039
Missouri,Sullivan,"Sullivan, Missouri",29211,0.4485,3.764006173,46864
Missouri,Taney,"Taney, Missouri",29213,0.4336,33.41085262,47210
Missouri,Texas,"Texas, Missouri",29215,0.4715,8.419195202,41483
Missouri,Vernon,"Vernon, Missouri",29217,0.4156,9.667138206,48273
Missouri,Warren,"Warren, Missouri",29219,0.4071,30.54539784,71073
Missouri,Washington,"Washington, Missouri",29221,0.5027,12.66790806,44063
Missouri,Wayne,"Wayne, Missouri",29223,0.4475,6.768118295,41271
Missouri,Webster,"Webster, Missouri",29225,0.4015,24.81348099,59303
Missouri,Worth,"Worth, Missouri",29227,0.4188,2.954102851,45477
Missouri,Wright,"Wright, Missouri",29229,0.4222,10.35972684,41748
Montana,Beaverhead,"Beaverhead, Montana",30001,0.4648,0.654314038,53776
Montana,Big Horn,"Big Horn, Montana",30003,0.4418,1.033353047,47179
Montana,Blaine,"Blaine, Montana",30005,0.4511,0.614439103,46335
Montana,Broadwater,"Broadwater, Montana",30007,0.4298,1.8891289,66307
Montana,Carbon,"Carbon, Montana",30009,0.4481,1.988486632,62841
Montana,Carter,"Carter, Montana",30011,0.4639,0.152338308,52116
Montana,Cascade,"Cascade, Montana",30013,0.444,11.6976558,57085
Montana,Chouteau,"Chouteau, Montana",30015,0.4258,0.562649284,51113
Montana,Custer,"Custer, Montana",30017,0.4442,1.208830904,54913
Montana,Daniels,"Daniels, Montana",30019,0.4152,0.474634872,52852
Montana,Dawson,"Dawson, Montana",30021,0.4008,1.496116434,70252
Montana,Deer Lodge,"Deer Lodge, Montana",30023,0.4521,4.769393728,45725
Montana,Fallon,"Fallon, Montana",30025,0.4549,0.676164257,63793
Montana,Fergus,"Fergus, Montana",30027,0.4293,1.003042044,54823
Montana,Flathead,"Flathead, Montana",30029,0.4503,7.444166724,65835
Montana,Gallatin,"Gallatin, Montana",30031,0.4656,15.52240319,78910
Montana,Garfield,"Garfield, Montana",30033,0.4593,0.094202281,49898
Montana,Glacier,"Glacier, Montana",30035,0.4896,1.766046266,44777
Montana,Golden Valley,"Golden Valley, Montana",30037,0.4428,0.238021614,43820
Montana,Granite,"Granite, Montana",30039,0.5105,0.730775675,52984
Montana,Hill,"Hill, Montana",30041,0.3949,2.189293274,54377
Montana,Jefferson,"Jefferson, Montana",30043,0.4219,2.744652136,68128
Montana,Judith Basin,"Judith Basin, Montana",30045,0.5195,0.402893841,51392
Montana,Lake,"Lake, Montana",30047,0.4853,7.712890069,50978
Montana,Lewis and Clark,"Lewis and Clark, Montana",30049,0.4343,7.488642018,67702
Montana,Liberty,"Liberty, Montana",30051,0.5102,0.615610724,49277
Montana,Lincoln,"Lincoln, Montana",30053,0.4597,2.068965945,48156
Montana,Madison,"Madison, Montana",30057,0.4117,0.884294427,62516
Montana,McCone,"McCone, Montana",30055,0.3898,0.238188064,51881
Montana,Meagher,"Meagher, Montana",30059,0.4147,0.317680164,45391
Montana,Mineral,"Mineral, Montana",30061,0.4136,1.333101286,50327
Montana,Missoula,"Missoula, Montana",30063,0.4745,17.27000868,65682
Montana,Musselshell,"Musselshell, Montana",30065,0.4601,0.993063277,54003
Montana,Park,"Park, Montana",30067,0.456,2.238245101,59113
Montana,Petroleum,"Petroleum, Montana",30069,0.4249,0.100745144,48141
Montana,Phillips,"Phillips, Montana",30071,0.4074,0.309754319,53626
Montana,Pondera,"Pondera, Montana",30073,0.4393,1.43644547,47900
Montana,Powder River,"Powder River, Montana",30075,0.4651,0.189527657,52298
Montana,Powell,"Powell, Montana",30077,0.4285,1.138864613,47687
Montana,Prairie,"Prairie, Montana",30079,0.4724,0.298369405,46328
Montana,Ravalli,"Ravalli, Montana",30081,0.4628,6.766403778,60030
Montana,Richland,"Richland, Montana",30083,0.4227,2.104315038,63148
Montana,Roosevelt,"Roosevelt, Montana",30085,0.4537,1.841367561,47266
Montana,Rosebud,"Rosebud, Montana",30087,0.4297,0.713128729,61331
Montana,Sanders,"Sanders, Montana",30089,0.4459,1.611462735,50270
Montana,Sheridan,"Sheridan, Montana",30091,0.4928,0.823443132,56095
Montana,Silver Bow,"Silver Bow, Montana",30093,0.476,18.72154978,52495
Montana,Stillwater,"Stillwater, Montana",30095,0.4116,2.022111715,75820
Montana,Sweet Grass,"Sweet Grass, Montana",30097,0.4023,0.760133429,61454
Montana,Teton,"Teton, Montana",30099,0.4175,1.033411611,59787
Montana,Toole,"Toole, Montana",30101,0.4522,1.00325234,49297
Montana,Treasure,"Treasure, Montana",30103,0.4144,0.306812412,58275
Montana,Valley,"Valley, Montana",30105,0.4136,0.590349696,55338
Montana,Wheatland,"Wheatland, Montana",30107,0.5154,0.583300336,42431
Montana,Wibaux,"Wibaux, Montana",30109,0.3881,0.510539111,51924
Montana,Yellowstone,"Yellowstone, Montana",30111,0.4691,23.13797825,69182
Nebraska,Adams,"Adams, Nebraska",31001,0.4639,21.6489608,57136
Nebraska,Antelope,"Antelope, Nebraska",31003,0.3907,2.869970753,57413
Nebraska,Arthur,"Arthur, Nebraska",31005,0.3957,0.225609394,58677
Nebraska,Banner,"Banner, Nebraska",31007,0.4235,0.360122313,59863
Nebraska,Blaine,"Blaine, Nebraska",31009,0.4399,0.260774045,53541
Nebraska,Boone,"Boone, Nebraska",31011,0.4448,2.987909948,64705
Nebraska,Box Butte,"Box Butte, Nebraska",31013,0.3879,3.981695167,65493
Nebraska,Boyd,"Boyd, Nebraska",31015,0.4086,1.460214964,51107
Nebraska,Brown,"Brown, Nebraska",31017,0.4309,0.944584305,52738
Nebraska,Buffalo,"Buffalo, Nebraska",31019,0.4302,19.55194317,65721
Nebraska,Burt,"Burt, Nebraska",31021,0.4576,5.127233038,61317
Nebraska,Butler,"Butler, Nebraska",31023,0.4505,5.325150983,66416
Nebraska,Cass,"Cass, Nebraska",31025,0.4045,17.80487703,77771
Nebraska,Cedar,"Cedar, Nebraska",31027,0.3749,4.445499238,64037
Nebraska,Chase,"Chase, Nebraska",31029,0.4582,1.611891253,59492
Nebraska,Cherry,"Cherry, Nebraska",31031,0.4226,0.375076078,53533
Nebraska,Cheyenne,"Cheyenne, Nebraska",31033,0.4271,3.179738737,54772
Nebraska,Clay,"Clay, Nebraska",31035,0.4164,4.204495806,64315
Nebraska,Colfax,"Colfax, Nebraska",31037,0.356,10.09229052,69498
Nebraska,Cuming,"Cuming, Nebraska",31039,0.4063,6.084652306,66165
Nebraska,Custer,"Custer, Nebraska",31041,0.4465,1.623503835,56531
Nebraska,Dakota,"Dakota, Nebraska",31043,0.4127,29.68487481,64231
Nebraska,Dawes,"Dawes, Nebraska",31045,0.3834,2.459581421,50905
Nebraska,Dawson,"Dawson, Nebraska",31047,0.4146,9.072036211,61817
Nebraska,Deuel,"Deuel, Nebraska",31049,0.4672,1.662557131,51583
Nebraska,Dixon,"Dixon, Nebraska",31051,0.4538,4.659724922,64943
Nebraska,Dodge,"Dodge, Nebraska",31053,0.4048,26.77064844,59872
Nebraska,Douglas,"Douglas, Nebraska",31055,0.4715,656.4846395,69475
Nebraska,Dundy,"Dundy, Nebraska",31057,0.4127,0.849301948,52916
Nebraska,Fillmore,"Fillmore, Nebraska",31059,0.4931,3.740430537,65739
Nebraska,Franklin,"Franklin, Nebraska",31061,0.4532,2.015615508,54192
Nebraska,Frontier,"Frontier, Nebraska",31063,0.3937,1.033560721,53735
Nebraska,Furnas,"Furnas, Nebraska",31065,0.4098,2.569606067,54308
Nebraska,Gage,"Gage, Nebraska",31067,0.4336,9.792428628,56261
Nebraska,Garden,"Garden, Nebraska",31069,0.4877,0.421092294,53240
Nebraska,Garfield,"Garfield, Nebraska",31071,0.388,1.339384095,51055
Nebraska,Gosper,"Gosper, Nebraska",31073,0.3931,1.698105872,67263
Nebraska,Grant,"Grant, Nebraska",31075,0.4508,0.356844403,64244
Nebraska,Greeley,"Greeley, Nebraska",31077,0.4171,1.633007952,53225
Nebraska,Hall,"Hall, Nebraska",31079,0.4371,43.34746351,60751
Nebraska,Hamilton,"Hamilton, Nebraska",31081,0.3623,6.539323541,73024
Nebraska,Harlan,"Harlan, Nebraska",31083,0.4391,2.398373809,58928
Nebraska,Hayes,"Hayes, Nebraska",31085,0.4338,0.510607004,57060
Nebraska,Hitchcock,"Hitchcock, Nebraska",31087,0.4682,1.546165195,50300
Nebraska,Holt,"Holt, Nebraska",31089,0.4604,1.639703994,61415
Nebraska,Hooker,"Hooker, Nebraska",31091,0.4037,0.369954722,52254
Nebraska,Howard,"Howard, Nebraska",31093,0.3758,4.343614272,70906
Nebraska,Jefferson,"Jefferson, Nebraska",31095,0.4354,4.86749085,57098
Nebraska,Johnson,"Johnson, Nebraska",31097,0.4053,5.33560115,50886
Nebraska,Kearney,"Kearney, Nebraska",31099,0.4215,4.900290674,72694
Nebraska,Keith,"Keith, Nebraska",31101,0.4587,2.945592319,53637
Nebraska,Keya Paha,"Keya Paha, Nebraska",31103,0.4701,0.395553506,49421
Nebraska,Kimball,"Kimball, Nebraska",31105,0.4081,1.487464399,52460
Nebraska,Knox,"Knox, Nebraska",31107,0.4135,2.946855855,54189
Nebraska,Lancaster,"Lancaster, Nebraska",31109,0.4482,142.9473945,65436
Nebraska,Lincoln,"Lincoln, Nebraska",31111,0.4282,5.335433147,61702
Nebraska,Logan,"Logan, Nebraska",31113,0.369,0.599457131,61004
Nebraska,Loup,"Loup, Nebraska",31115,0.4052,0.400818445,53369
Nebraska,Madison,"Madison, Nebraska",31119,0.4631,23.71004316,61263
Nebraska,McPherson,"McPherson, Nebraska",31117,0.3644,0.204069379,54138
Nebraska,Merrick,"Merrick, Nebraska",31121,0.4,6.200975825,64309
Nebraska,Morrill,"Morrill, Nebraska",31123,0.4277,1.312734764,52933
Nebraska,Nance,"Nance, Nebraska",31125,0.4272,3.10711532,56880
Nebraska,Nemaha,"Nemaha, Nebraska",31127,0.4315,6.638229442,56658
Nebraska,Nuckolls,"Nuckolls, Nebraska",31129,0.4686,2.869810904,59602
Nebraska,Otoe,"Otoe, Nebraska",31131,0.4102,9.968883881,67595
Nebraska,Pawnee,"Pawnee, Nebraska",31133,0.4161,2.396822475,50501
Nebraska,Perkins,"Perkins, Nebraska",31135,0.4253,1.270637464,61156
Nebraska,Phelps,"Phelps, Nebraska",31137,0.4367,6.523378493,66986
Nebraska,Pierce,"Pierce, Nebraska",31139,0.4168,4.820478828,64607
Nebraska,Platte,"Platte, Nebraska",31141,0.3995,18.93739637,70177
Nebraska,Polk,"Polk, Nebraska",31143,0.3763,4.62869233,69503
Nebraska,Red Willow,"Red Willow, Nebraska",31145,0.4586,5.81894875,63958
Nebraska,Richardson,"Richardson, Nebraska",31147,0.4505,5.603593945,54044
Nebraska,Rock,"Rock, Nebraska",31149,0.4713,0.516950977,53120
Nebraska,Saline,"Saline, Nebraska",31151,0.4236,9.609820964,63187
Nebraska,Sarpy,"Sarpy, Nebraska",31153,0.3955,289.1498948,88913
Nebraska,Saunders,"Saunders, Nebraska",31155,0.409,10.81906276,78689
Nebraska,Scotts Bluff,"Scotts Bluff, Nebraska",31157,0.4368,18.93133088,53206
Nebraska,Seward,"Seward, Nebraska",31159,0.3776,11.57233115,75305
Nebraska,Sheridan,"Sheridan, Nebraska",31161,0.4461,0.827895094,47543
Nebraska,Sherman,"Sherman, Nebraska",31163,0.3708,2.075757321,54771
Nebraska,Sioux,"Sioux, Nebraska",31165,0.398,0.236515051,46834
Nebraska,Stanton,"Stanton, Nebraska",31167,0.4122,5.410380323,71709
Nebraska,Thayer,"Thayer, Nebraska",31169,0.4333,3.430332655,56626
Nebraska,Thomas,"Thomas, Nebraska",31171,0.4056,0.349327722,53019
Nebraska,Thurston,"Thurston, Nebraska",31173,0.4302,7.00427631,52202
Nebraska,Valley,"Valley, Nebraska",31175,0.4406,2.870729905,52336
Nebraska,Washington,"Washington, Nebraska",31177,0.4123,20.01910761,100572
Nebraska,Wayne,"Wayne, Nebraska",31179,0.4113,8.165474763,59787
Nebraska,Webster,"Webster, Nebraska",31181,0.4462,2.39822493,58161
Nebraska,Wheeler,"Wheeler, Nebraska",31183,0.4401,0.551782334,50850
Nebraska,York,"York, Nebraska",31185,0.4617,9.306082763,64531
Nevada,Carson City,"Carson City, Nevada",32510,0.4564,145.3721513,64869
Nevada,Churchill,"Churchill, Nevada",32001,0.4144,1.880169072,67716
Nevada,Clark,"Clark, Nevada",32003,0.4697,104.7773624,63735
Nevada,Douglas,"Douglas, Nevada",32005,0.4558,26.01935166,74053
Nevada,Elko,"Elko, Nevada",32007,0.418,1.175046521,81466
Nevada,Esmeralda,"Esmeralda, Nevada",32009,0.4574,0.105744821,53509
Nevada,Eureka,"Eureka, Nevada",32011,0.3683,0.169210084,80084
Nevada,Humboldt,"Humboldt, Nevada",32013,0.4541,0.67698502,77018
Nevada,Lander,"Lander, Nevada",32015,0.4173,0.404097487,85773
Nevada,Lincoln,"Lincoln, Nevada",32017,0.3663,0.187869851,64304
Nevada,Lyon,"Lyon, Nevada",32019,0.4171,10.25530062,71547
Nevada,Mineral,"Mineral, Nevada",32021,0.4418,0.457621869,53515
Nevada,Nye,"Nye, Nevada",32023,0.4258,0.928097868,59282
Nevada,Pershing,"Pershing, Nevada",32027,0.3821,0.422841718,52412
Nevada,Storey,"Storey, Nevada",32029,0.4752,5.76438581,79281
Nevada,Washoe,"Washoe, Nevada",32031,0.4626,27.60229777,76123
Nevada,White Pine,"White Pine, Nevada",32033,0.4262,0.423622183,63070
New Hampshire,Belknap,"Belknap, New Hampshire",33001,0.4309,58.26447251,75781
New Hampshire,Carroll,"Carroll, New Hampshire",33003,0.4779,19.8217429,66874
New Hampshire,Cheshire,"Cheshire, New Hampshire",33005,0.4256,41.66540897,67883
New Hampshire,Coos,"Coos, New Hampshire",33007,0.4286,6.892993893,53602
New Hampshire,Grafton,"Grafton, New Hampshire",33009,0.49,20.29512615,77378
New Hampshire,Hillsborough,"Hillsborough, New Hampshire",33011,0.4303,181.0770805,90806
New Hampshire,Merrimack,"Merrimack, New Hampshire",33013,0.4278,61.85570414,80842
New Hampshire,Rockingham,"Rockingham, New Hampshire",33015,0.4248,169.417981,104281
New Hampshire,Strafford,"Strafford, New Hampshire",33017,0.4301,134.7083877,91928
New Hampshire,Sullivan,"Sullivan, New Hampshire",33019,0.471,30.97544782,64919
New Jersey,Atlantic,"Atlantic, New Jersey",34001,0.4813,186.6445126,65693
New Jersey,Bergen,"Bergen, New Jersey",34003,0.4761,1542.514631,104777
New Jersey,Burlington,"Burlington, New Jersey",34005,0.43,215.6107178,94043
New Jersey,Camden,"Camden, New Jersey",34007,0.4716,885.0013032,77675
New Jersey,Cape May,"Cape May, New Jersey",34009,0.475,143.8511318,74896
New Jersey,Cumberland,"Cumberland, New Jersey",34011,0.5004,122.5339021,58030
New Jersey,Essex,"Essex, New Jersey",34013,0.5483,2430.062385,66191
New Jersey,Gloucester,"Gloucester, New Jersey",34015,0.4164,348.783328,93783
New Jersey,Hudson,"Hudson, New Jersey",34017,0.5006,5589.05695,79159
New Jersey,Hunterdon,"Hunterdon, New Jersey",34019,0.4364,112.8552591,122095
New Jersey,Mercer,"Mercer, New Jersey",34021,0.5036,634.3949589,86499
New Jersey,Middlesex,"Middlesex, New Jersey",34023,0.4304,1032.248366,98992
New Jersey,Monmouth,"Monmouth, New Jersey",34025,0.4737,514.1065673,107500
New Jersey,Morris,"Morris, New Jersey",34027,0.4538,414.4534852,122525
New Jersey,Ocean,"Ocean, New Jersey",34029,0.4539,363.7218004,75732
New Jersey,Passaic,"Passaic, New Jersey",34031,0.4645,1046.233338,74016
New Jersey,Salem,"Salem, New Jersey",34033,0.4414,73.69160463,69844
New Jersey,Somerset,"Somerset, New Jersey",34035,0.4644,422.3190815,123708
New Jersey,Sussex,"Sussex, New Jersey",34037,0.4092,105.9174896,99695
New Jersey,Union,"Union, New Jersey",34039,0.4839,2077.943059,85926
New Jersey,Warren,"Warren, New Jersey",34041,0.418,115.1076239,82900
New Mexico,Bernalillo,"Bernalillo, New Mexico",35001,0.4754,225.3235596,59723
New Mexico,Catron,"Catron, New Mexico",35003,0.399,0.197339545,40273
New Mexico,Chaves,"Chaves, New Mexico",35005,0.466,4.165683658,45098
New Mexico,Cibola,"Cibola, New Mexico",35006,0.4778,2.294339254,42862
New Mexico,Colfax,"Colfax, New Mexico",35007,0.4275,1.269172936,42787
New Mexico,Curry,"Curry, New Mexico",35009,0.4412,13.79056247,50322
New Mexico,De Baca,"De Baca, New Mexico",35011,0.4658,0.342373576,40181
New Mexico,Dona Ana,"Dona Ana, New Mexico",35013,0.4873,21.83262512,46619
New Mexico,Eddy,"Eddy, New Mexico",35015,0.4448,5.309932336,66191
New Mexico,Grant,"Grant, New Mexico",35017,0.4977,2.735142715,46503
New Mexico,Guadalupe,"Guadalupe, New Mexico",35019,0.5978,0.55842484,37534
New Mexico,Harding,"Harding, New Mexico",35021,0.7279,0.083379305,44080
New Mexico,Hidalgo,"Hidalgo, New Mexico",35023,0.4434,0.490812579,40226
New Mexico,Lea,"Lea, New Mexico",35025,0.472,6.165546329,51749
New Mexico,Lincoln,"Lincoln, New Mexico",35027,0.4743,1.556999256,50472
New Mexico,Los Alamos,"Los Alamos, New Mexico",35028,0.3931,64.90186053,134050
New Mexico,Luna,"Luna, New Mexico",35029,0.4513,3.159397718,35040
New Mexico,McKinley,"McKinley, New Mexico",35031,0.5079,5.160303396,40149
New Mexico,Mora,"Mora, New Mexico",35033,0.4859,0.914618967,41734
New Mexico,Otero,"Otero, New Mexico",35035,0.4391,3.838797533,49845
New Mexico,Quay,"Quay, New Mexico",35037,0.4522,1.124899084,35776
New Mexico,Rio Arriba,"Rio Arriba, New Mexico",35039,0.4716,2.58946426,47042
New Mexico,Roosevelt,"Roosevelt, New Mexico",35041,0.4323,3.01756389,46977
New Mexico,San Juan,"San Juan, New Mexico",35045,0.4603,8.919493131,49977
New Mexico,San Miguel,"San Miguel, New Mexico",35047,0.4848,2.292482223,43564
New Mexico,Sandoval,"Sandoval, New Mexico",35043,0.4134,14.64948722,72545
New Mexico,Santa Fe,"Santa Fe, New Mexico",35049,0.4857,30.10170894,67311
New Mexico,Sierra,"Sierra, New Mexico",35051,0.5004,1.028233873,37660
New Mexico,Socorro,"Socorro, New Mexico",35053,0.4734,0.987564721,38817
New Mexico,Taos,"Taos, New Mexico",35055,0.512,5.76565773,45626
New Mexico,Torrance,"Torrance, New Mexico",35057,0.4176,1.79996145,45684
New Mexico,Union,"Union, New Mexico",35059,0.5036,0.421424886,41518
New Mexico,Valencia,"Valencia, New Mexico",35061,0.4312,27.49185961,50510
New York,Albany,"Albany, New York",36001,0.4498,227.0299683,74512
New York,Allegany,"Allegany, New York",36003,0.4375,17.63858838,55320
New York,Bronx,"Bronx, New York",36005,0.5117,13202.5153,43143
New York,Broome,"Broome, New York",36007,0.4817,106.3436213,55729
New York,Cattaraugus,"Cattaraugus, New York",36009,0.4354,22.92557801,54602
New York,Cayuga,"Cayuga, New York",36011,0.4582,43.4727628,62839
New York,Chautauqua,"Chautauqua, New York",36013,0.4504,47.21686759,48102
New York,Chemung,"Chemung, New York",36015,0.4553,81.26735421,59155
New York,Chenango,"Chenango, New York",36017,0.4248,20.89013457,58177
New York,Clinton,"Clinton, New York",36019,0.4324,30.05984747,60094
New York,Columbia,"Columbia, New York",36021,0.4717,37.06052091,69403
New York,Cortland,"Cortland, New York",36023,0.4204,37.25221569,62292
New York,Delaware,"Delaware, New York",36025,0.4478,12.17982076,53385
New York,Dutchess,"Dutchess, New York",36027,0.4612,142.6173355,87370
New York,Erie,"Erie, New York",36029,0.4649,340.609971,63014
New York,Essex,"Essex, New York",36031,0.4342,8.124182895,62884
New York,Franklin,"Franklin, New York",36033,0.4502,12.01333702,54960
New York,Fulton,"Fulton, New York",36035,0.4404,41.880882,56169
New York,Genesee,"Genesee, New York",36037,0.4103,45.51733961,62785
New York,Greene,"Greene, New York",36039,0.4591,28.40871645,61375
New York,Hamilton,"Hamilton, New York",36041,0.3939,1.028556276,57427
New York,Herkimer,"Herkimer, New York",36043,0.4206,17.09745413,59366
New York,Jefferson,"Jefferson, New York",36045,0.4278,34.82996277,59430
New York,Kings,"Kings, New York",36047,0.5286,14475.02544,66943
New York,Lewis,"Lewis, New York",36049,0.3973,8.093460876,59978
New York,Livingston,"Livingston, New York",36051,0.4292,39.05683212,65221
New York,Madison,"Madison, New York",36053,0.447,42.07261082,66419
New York,Monroe,"Monroe, New York",36055,0.4653,437.4604077,66003
New York,Montgomery,"Montgomery, New York",36057,0.4423,47.3398751,55523
New York,Nassau,"Nassau, New York",36059,0.4552,1840.443984,125118
New York,New York,"New York, New York",36061,0.5968,27819.8048,84371
New York,Niagara,"Niagara, New York",36063,0.4391,156.4831231,61068
New York,Oneida,"Oneida, New York",36065,0.4481,73.49927817,59804
New York,Onondaga,"Onondaga, New York",36067,0.4636,230.2773622,65548
New York,Ontario,"Ontario, New York",36069,0.4433,65.62805041,76137
New York,Orange,"Orange, New York",36071,0.4463,179.7740783,88494
New York,Orleans,"Orleans, New York",36073,0.4437,40.63188004,56140
New York,Oswego,"Oswego, New York",36075,0.4402,48.32299623,59394
New York,Otsego,"Otsego, New York",36077,0.4462,23.22022723,61664
New York,Putnam,"Putnam, New York",36079,0.4222,166.0782406,107014
New York,Queens,"Queens, New York",36081,0.4546,8158.437153,72807
New York,Rensselaer,"Rensselaer, New York",36083,0.4203,94.3461432,74106
New York,Richmond,"Richmond, New York",36085,0.4475,3182.469323,84744
New York,Rockland,"Rockland, New York",36087,0.4635,720.588009,98054
New York,Saratoga,"Saratoga, New York",36091,0.4268,108.3842223,87154
New York,Schenectady,"Schenectady, New York",36093,0.4288,292.3099656,72357
New York,Schoharie,"Schoharie, New York",36095,0.438,19.47465415,67080
New York,Schuyler,"Schuyler, New York",36097,0.4227,21.15696809,57706
New York,Seneca,"Seneca, New York",36099,0.4503,41.28321835,60985
New York,St. Lawrence,"St. Lawrence, New York",36089,0.4436,15.78810561,55531
New York,Steuben,"Steuben, New York",36101,0.4452,26.91291732,57584
New York,Suffolk,"Suffolk, New York",36103,0.4438,630.0681534,112681
New York,Sullivan,"Sullivan, New York",36105,0.4673,29.99485049,57017
New York,Tioga,"Tioga, New York",36107,0.4245,36.51369922,64052
New York,Tompkins,"Tompkins, New York",36109,0.4967,83.75559012,65402
New York,Ulster,"Ulster, New York",36111,0.4665,61.57895417,77427
New York,Warren,"Warren, New York",36113,0.446,28.70684208,69314
New York,Washington,"Washington, New York",36115,0.4007,28.72095934,61633
New York,Wayne,"Wayne, New York",36117,0.4265,58.09538513,65299
New York,Westchester,"Westchester, New York",36119,0.5318,868.7630666,109131
New York,Wyoming,"Wyoming, New York",36121,0.4068,26.42298174,66261
New York,Yates,"Yates, New York",36123,0.4469,28.55607296,63619
North Carolina,Alamance,"Alamance, North Carolina",37001,0.4497,146.4195117,58847
North Carolina,Alexander,"Alexander, North Carolina",37003,0.4477,55.12519437,52989
North Carolina,Alleghany,"Alleghany, North Carolina",37005,0.4869,18.07442269,45239
North Carolina,Anson,"Anson, North Carolina",37007,0.4445,18.38460003,40773
North Carolina,Ashe,"Ashe, North Carolina",37009,0.4373,24.3309623,45551
North Carolina,Avery,"Avery, North Carolina",37011,0.4931,27.31960936,48470
North Carolina,Beaufort,"Beaufort, North Carolina",37013,0.4735,21.92453498,50312
North Carolina,Bertie,"Bertie, North Carolina",37015,0.5517,10.84789289,41280
North Carolina,Bladen,"Bladen, North Carolina",37017,0.5356,14.9071817,42398
North Carolina,Brunswick,"Brunswick, North Carolina",37019,0.4461,57.67976134,67286
North Carolina,Buncombe,"Buncombe, North Carolina",37021,0.4801,149.6625061,63838
North Carolina,Burke,"Burke, North Carolina",37023,0.4608,68.42254022,53758
North Carolina,Cabarrus,"Cabarrus, North Carolina",37025,0.4352,215.3137563,79148
North Carolina,Caldwell,"Caldwell, North Carolina",37027,0.4361,66.91171792,44705
North Carolina,Camden,"Camden, North Carolina",37029,0.3609,16.78371294,79162
North Carolina,Carteret,"Carteret, North Carolina",37031,0.4494,52.42275604,63146
North Carolina,Caswell,"Caswell, North Carolina",37033,0.4361,20.64641073,50879
North Carolina,Catawba,"Catawba, North Carolina",37035,0.4571,150.7660738,59841
North Carolina,Chatham,"Chatham, North Carolina",37037,0.4938,39.52730186,82764
North Carolina,Cherokee,"Cherokee, North Carolina",37039,0.4155,23.45075357,44211
North Carolina,Chowan,"Chowan, North Carolina",37041,0.4443,31.76573696,48568
North Carolina,Clay,"Clay, North Carolina",37043,0.4947,19.4197422,51537
North Carolina,Cleveland,"Cleveland, North Carolina",37045,0.4598,80.81165896,49009
North Carolina,Columbus,"Columbus, North Carolina",37047,0.473,23.16860564,41206
